year,state,residential,commercial,industrial,total
2014,KY,10.16,9.44,5.68,8.15
2014,LA,9.57,9.1,6.05,8.09
2014,MA,17.39,14.68,12.74,15.35
2014,MD,13.63,11.15,9.04,12.1
2014,ME,15.27,12.7,8.95,12.65
2014,MI,14.46,10.87,7.68,11.03
2014,MN,12.01,9.85,6.72,9.52
2014,MO,10.64,8.9,6.36,9.11
2014,MS,11.32,10.76,6.6,9.6
2014,MT,10.18,9.64,5.49,8.59
2014,NC,11.1,8.75,6.5,9.33
2014,ND,9.15,8.79,7.62,8.41
2014,NE,10.4,8.73,7.47,8.84
2014,NH,17.53,14.34,11.93,15.22
2014,NJ,15.78,13.15,11.38,13.95
2014,NM,12.28,10.27,6.61,9.65
2014,NV,12.93,9.47,7.12,9.73
2014,NY,20.07,16.12,6.58,16.25
2014,OH,12.5,9.83,6.77,9.73
2014,OK,10.03,8.09,5.85,8.18
2014,OR,10.47,8.75,5.97,8.68
2014,PA,13.32,9.73,7.41,10.28
2014,RI,17.17,14.56,12.86,15.41
2014,SC,12.45,10.28,6.29,9.67
2014,SD,10.47,8.89,6.99,9.05
2014,TN,10.32,10.38,6.4,9.4
2014,TX,11.86,8.16,6.16,8.94
2014,US,12.52,10.74,7.1,10.44
2014,UT,10.65,8.53,6.08,8.35
2014,VA,11.1,8.15,6.89,9.17
2014,VT,17.47,14.56,10.23,14.57
2014,WA,8.67,7.97,4.32,7.13
2014,WI,13.67,10.77,7.52,10.57
2014,WV,9.34,7.99,5.87,7.65
2014,WY,10.5,8.88,6.61,7.76
2015,AK,19.83,17.44,14.53,17.59
2015,AL,11.7,10.83,6.03,9.33
2015,AR,9.82,8.32,6.23,8.19
2015,AZ,12.13,10.39,6.26,10.34
2015,CA,16.99,15.73,12.17,15.42
2015,CO,12.12,9.88,7.4,9.94
2015,CT,20.94,15.97,12.95,17.77
2015,DC,12.99,12.01,8.78,12.07
2015,DE,13.42,10.25,8.28,11.17
2015,FL,11.58,9.5,8.22,10.49
2015,GA,11.54,9.89,5.87,9.62
2015,HI,29.6,26.93,23.06,26.17
2015,IA,11.63,8.92,5.9,8.35
2015,ID,9.93,7.8,6.6,8.09
2015,IL,12.5,9.02,6.67,9.4
2015,IN,11.57,9.78,6.86,8.99
2015,KS,12.34,10.1,7.61,10.14
2015,KY,10.24,9.44,5.48,8.14
2015,LA,9.33,8.66,5.41,7.65
2015,MA,19.83,15.79,13.54,16.9
2015,MD,13.82,11,8.53,12.07
2015,ME,15.61,12.47,9.05,12.78
2015,MI,14.42,10.55,7.02,10.76
2015,MN,12.12,9.44,7.02,9.53
2015,MO,11.21,9.16,6.44,9.44
2015,MS,11.27,10.55,6.56,9.53
2015,MT,10.88,10.23,5.32,8.9
2015,NC,11.28,8.73,6.51,9.37
2015,ND,9.62,8.83,8.07,8.75
2015,NE,10.6,8.67,7.59,8.91
2015,NH,18.5,14.96,12.74,16.02
2015,NJ,15.81,12.79,10.64,13.74
2015,NM,12.47,10.3,6.33,9.62
2015,NV,12.76,9.25,6.75,9.48
2015,NY,18.54,15.31,6.31,15.28
2015,OH,12.8,10.07,7.02,9.98
2015,OK,10.14,7.68,5.35,7.9
2015,OR,10.66,8.8,5.97,8.75
2015,PA,13.64,9.6,7.2,10.31
2015,RI,19.29,15.78,13.76,17.01
2015,SC,12.57,10.21,6.05,9.58
2015,SD,11.08,9.16,7.37,9.47
2015,TN,10.3,10.16,6.17,9.3
2015,TX,11.56,8.15,5.59,8.7
2015,US,12.65,10.64,6.91,10.41
2015,UT,10.88,8.62,6.17,8.54
2015,VA,11.37,8.21,6.95,9.31
2015,VT,17.09,14.54,10.27,14.41
2015,WA,9.09,8.22,4.35,7.4
2015,WI,14.11,10.89,7.58,10.73
2015,WV,10.08,8.61,6.09,8.11
2015,WY,10.97,9.12,6.76,7.97
2016,AK,20.3,17.56,15.22,17.93
2016,AL,11.99,11.11,6.04,9.56
2016,AR,9.92,8.23,6.08,8.13
2016,AZ,12.15,10.41,6.07,10.33
2016,CA,17.39,15.07,11.92,15.23
2016,CO,12.07,9.6,7.35,9.83
2016,CT,20.01,15.75,12.81,17.24
2016,DC,12.29,11.72,8.8,11.73
2016,DE,13.42,10.07,8.11,11.09
2016,FL,10.98,8.9,7.69,9.91
2016,GA,11.5,9.81,5.84,9.59
2016,HI,27.47,24.64,20.69,23.87
2016,IA,11.94,9.17,6.05,8.55
2016,ID,9.95,7.76,6.55,8.08
2016,IL,12.54,9.02,6.51,9.38
2016,IN,11.79,10.01,6.97,9.22
2016,KS,13.06,10.47,7.49,10.49
2016,KY,10.49,9.57,5.67,8.42
2016,LA,9.34,8.59,5.08,7.46
2016,MA,19,15.6,13.38,16.48
2016,MD,14.23,10.99,7.89,12.21
2016,ME,15.83,12.08,8.96,12.8
2016,MI,15.22,10.64,6.91,11.05
2016,MN,12.67,9.86,7.37,9.99
2016,MO,11.21,9.26,7.12,9.74
2016,MS,10.47,9.57,5.79,8.67
2016,MT,10.94,10.19,5.06,8.84
2016,NC,11.03,8.62,6.31,9.2
2016,ND,10.16,9.15,7.98,8.94
2016,NE,10.84,8.8,7.69,9.05
2016,NH,18.38,14.43,12.34,15.66
2016,NJ,15.72,12.26,10.16,13.38
2016,NM,12.03,9.75,5.84,9.12
2016,NV,11.41,7.93,5.88,8.39
2016,NY,17.58,14.45,6.03,14.47
2016,OH,12.47,9.97,6.98,9.84
2016,OK,10.2,7.66,5.02,7.83
2016,OR,10.66,8.91,6.05,8.83
2016,PA,13.86,9.22,6.92,10.19
2016,RI,18.62,14.88,13.48,16.28
2016,SC,12.65,10.28,6.09,9.79
2016,SD,11.47,9.58,7.57,9.83
2016,TN,10.41,10.19,5.68,9.23
2016,TX,10.99,8.26,5.33,8.43
2016,US,12.55,10.43,6.76,10.27
2016,UT,11.02,8.75,6.33,8.72
2016,VA,11.36,7.93,6.56,9.09
2016,VT,17.37,14.54,10.23,14.46
2016,WA,9.48,8.43,4.43,7.68
2016,WI,14.07,10.77,7.5,10.67
2016,WV,11.44,9.35,6.57,8.98
2016,WY,11.13,9.4,6.92,8.19
2017,AK,21.27,18.89,16.34,19.1
2017,AL,12.55,11.6,6.16,9.83
2017,AR,10.28,8.51,6.07,8.26
2017,AZ,12.44,10.5,6.45,10.64
2017,CA,18.31,15.76,12.73,16.06
2017,CO,12.17,9.89,7.5,9.99
2017,CT,20.29,16.06,13.1,17.55
2017,DC,12.94,11.66,8.23,11.8
2017,DE,13.35,9.89,7.78,10.91
2017,FL,11.61,9.35,7.83,10.42
2017,GA,11.9,10.09,5.96,9.83
2017,HI,29.5,26.77,22.92,26.05
2017,IA,12.34,9.46,6.21,8.73
2017,ID,10.04,7.98,6.66,8.26
2017,IL,12.95,9.09,6.47,9.49
2017,IN,12.29,10.54,7.54,9.77
2017,KS,13.31,10.59,7.54,10.6
2017,KY,10.85,9.85,5.72,8.57
2017,LA,9.74,8.95,5.48,7.79
2017,MA,20.06,15.94,13.88,17.12
2017,MD,13.96,10.75,8.37,11.98
2017,ME,15.97,12.12,9.2,13.02
2017,MI,15.4,11,7.19,11.28
2017,MN,13.04,10.48,7.37,10.27
2017,MO,11.63,9.47,7.33,10.03
2017,MS,11.08,10.17,5.99,9.09
2017,MT,10.95,10.12,5.25,8.92
2017,NC,10.94,8.44,6.2,9.04
2017,ND,10.29,9.19,7.63,8.78
2017,NE,10.97,8.85,7.66,9.08
2017,NH,19.2,14.81,12.34,16.17
2017,NJ,15.65,12.28,10.12,13.32
2017,NM,12.88,10.19,6.15,9.59
2017,NV,11.99,7.96,6.15,8.76
2017,NY,18.03,14.75,5.92,14.74
2017,OH,12.63,10.05,6.92,9.84
2017,OK,10.61,8.11,5.42,8.2
2017,OR,10.66,8.86,5.98,8.81
2017,PA,14.23,8.98,6.77,10.13
2017,RI,18.32,15.2,14.57,16.42
2017,SC,13.02,10.57,6.19,9.97
2017,SD,11.77,9.74,7.84,10.05
2017,TN,10.72,10.55,5.83,9.45
2017,TX,11.01,8.26,5.35,8.38
2017,US,12.89,10.66,6.88,10.48
2017,UT,10.95,8.65,6.13,8.6
2017,VA,11.55,8.01,6.51,9.18
2017,VT,17.68,14.61,10.21,14.6
2017,WA,9.66,8.57,4.6,7.94
2017,WI,14.35,10.87,7.49,10.76
2017,WV,11.63,9.58,6.64,9
2017,WY,11.37,9.7,6.92,8.28
2018,AK,21.94,18.58,17.1,19.36
2018,AL,12.18,11.24,6.01,9.63
2018,AR,9.81,7.75,5.64,7.78
2018,AZ,12.77,10.64,6.55,10.85
2018,CA,18.84,16.34,13.2,16.58
2018,CO,12.15,10.02,7.47,10.02
2018,CT,21.2,16.76,13.77,18.41
2018,DC,12.84,11.97,8.3,12.03
2018,DE,12.53,9.65,7.95,10.55
2018,FL,11.54,9.19,7.65,10.32
2018,GA,11.47,9.79,6,9.62
2018,HI,32.47,29.9,26.1,29.18
2018,IA,12.24,9.68,6.45,8.92
2018,ID,10.15,7.93,6.47,8.17
2018,IL,12.77,9.12,6.8,9.6
2018,IN,12.26,10.6,7.38,9.75
2018,KS,13.35,10.66,7.6,10.72
2018,KY,10.6,9.74,5.68,8.52
2018,LA,9.59,8.85,5.35,7.71
2018,MA,21.61,17.17,14.89,18.5
2018,MD,13.3,10.43,8.23,11.57
2018,ME,16.84,12.51,9.32,13.44
2018,MI,15.45,11.15,7.1,11.4
2018,MN,13.14,10.38,7.52,10.37
2018,MO,11.34,9.4,7.22,9.93
2018,MS,11.12,10.43,6,9.24
2018,MT,10.96,10.11,5.19,8.84
2018,NC,11.09,8.58,6.33,9.25
2018,ND,10.25,9.1,7.98,8.91
2018,NE,10.7,8.83,7.6,9.02
2018,NH,19.69,15.81,13.42,17.01
2018,NJ,15.41,12.21,10.07,13.23
2018,NM,12.68,10.02,5.84,9.35
2018,NV,11.85,7.74,6.1,8.67
2018,NY,18.52,14.5,6.02,14.83
2018,OH,12.56,10.11,7.01,9.94
2018,OK,10.3,8.07,5.34,8.09
2018,OR,10.98,8.91,5.86,8.85
2018,PA,13.89,8.94,6.84,10.1
2018,RI,20.55,16.58,15.39,18.1
2018,SC,12.44,10.11,6.1,9.67
2018,SD,11.59,9.62,7.77,9.97
2018,TN,10.71,10.51,5.68,9.58
2018,TX,11.2,8.16,5.39,8.48
2018,US,12.87,10.67,6.92,10.53
2018,UT,10.41,8.23,5.9,8.21
2018,VA,11.73,8.32,6.86,9.48
2018,VT,18.02,15.24,10.66,15.13
2018,WA,9.75,8.72,4.72,8
2018,WI,14.02,10.67,7.33,10.58
2018,WV,11.18,9.24,6.4,8.72
2018,WY,11.29,9.58,6.71,8.09
2019,AK,22.92,19.8,16.94,20.22
2019,AL,12.53,11.52,5.95,9.83
2019,AR,9.8,8.78,6.13,8.22
2019,AZ,12.43,10.25,6.28,10.52
2019,CA,19.15,16.67,13.4,16.89
2019,CO,12.18,10.43,7.4,10.17
2019,CT,21.87,16.75,13.44,18.66
2019,DC,12.98,12.26,8.22,12.27
2019,DE,12.55,9.53,7.7,10.52
2019,FL,11.7,9.27,7.65,10.44
2019,GA,11.76,10.02,6.17,9.86
2019,HI,32.06,29.23,25.76,28.72
2019,IA,12.46,9.99,6.6,9.08
2019,ID,9.89,7.67,6.08,7.89
2019,IL,13.03,9.08,6.52,9.56
2019,IN,12.58,11.03,7.36,9.91
2019,KS,12.71,10.29,7.35,10.26
2019,KY,10.8,10.15,5.57,8.61
2019,LA,9.8,8.91,5.23,7.71
2019,MA,21.92,16.8,14.76,18.4
2019,MD,13.12,9.97,7.8,11.24
2019,ME,17.89,12.83,9.22,14.04
2019,MI,15.74,11.39,7.07,11.56
2019,MN,13.04,10.34,7.53,10.33
2019,MO,11.14,9.07,7.11,9.68
2019,MS,11.27,10.52,5.85,9.28
2019,MT,11.13,10.41,5.45,9.02
2019,NC,11.42,8.81,6.3,9.45
2019,ND,10.3,9.01,7.94,8.85
2019,NE,10.77,8.85,7.65,9.08
2019,NH,20.05,15.93,13.09,17.15
2019,NJ,15.85,12.23,10.16,13.42
2019,NM,12.51,9.79,5.48,8.99
2019,NV,12,8.04,6.14,8.78
2019,NY,17.94,14.06,5.61,14.34
2019,OH,12.38,9.72,6.55,9.58
2019,OK,10.21,7.98,5.07,7.86
2019,OR,11.01,8.85,5.86,8.81
2019,PA,13.8,8.71,6.41,9.81
2019,RI,21.73,16.38,15.59,18.49
2019,SC,12.99,10.58,6.11,10.02
2019,SD,11.55,9.59,7.81,9.96
2019,TN,10.87,10.65,5.68,9.69
2019,TX,11.76,8.06,5.45,8.6
2019,US,13.01,10.68,6.81,10.54
2019,UT,10.4,8.26,5.98,8.24
2019,VA,12.07,8.18,6.85,9.52
2019,VT,17.71,15.98,11.05,15.36
2019,WA,9.71,8.75,4.8,8.04
2019,WI,14.18,10.72,7.31,10.66
2019,WV,11.25,9.16,6.02,8.49
2019,WY,11.18,9.64,6.73,8.1
2020,AK,22.57,19.58,15.88,19.82
2020,AL,12.58,11.55,5.87,9.84
2020,AR,10.41,8.61,5.89,8.32
2020,AZ,12.27,10.11,6.07,10.44
2020,CA,20.45,17.53,14.27,18
2020,CO,12.36,10.29,7.48,10.27
2020,CT,22.71,16.58,13.07,19.13
2020,DC,12.63,11.85,7.99,11.9
2020,DE,12.56,9.18,6.7,10.24
2020,FL,11.27,8.85,7.15,10.06
2020,GA,12.02,10.08,5.77,9.93
2020,HI,30.28,28.41,24.45,27.55
2020,IA,12.46,9.96,6.43,8.97
2020,ID,9.95,7.75,6.23,7.99
2020,IL,13.04,9.15,6.7,9.75
2020,IN,12.83,11.21,6.98,9.92
2020,KS,12.85,10.4,7.3,10.38
2020,KY,10.87,10.34,5.31,8.58
2020,LA,9.67,8.85,4.88,7.51
2020,MA,21.97,16.03,14.51,18.19
2020,MD,13.01,9.72,7.81,11.15
2020,ME,16.81,12.56,8.86,13.54
2020,MI,16.26,11.71,7.24,12.21
2020,MN,13.17,10.43,7.67,10.57
2020,MO,11.22,8.93,6.84,9.64
2020,MS,11.17,10.38,5.63,9.13
2020,MT,11.24,10.51,5.18,9.13
2020,NC,11.38,8.69,6.31,9.43
2020,ND,10.44,9.02,7.26,8.53
2020,NE,10.8,8.89,7.38,8.97
2020,NH,19.04,15.41,13.11,16.63
2020,NJ,16.03,12.35,10.01,13.63
2020,NM,12.94,10.28,5.58,9.33
2020,NV,11.34,7.45,5.61,8.33
2020,NY,18.36,14.56,5.54,14.87
2020,OH,12.29,9.53,6.16,9.44
2020,OK,10.12,7.82,4.61,7.63
2020,OR,11.17,9,5.7,8.82
2020,PA,13.58,8.5,6.16,9.7
2020,RI,22.01,15.94,15.76,18.54
2020,SC,12.78,10.35,5.98,9.9
2020,SD,11.75,9.65,7.79,10.06
2020,TN,10.76,10.56,5.33,9.52
2020,TX,11.71,7.6,5.07,8.36
2020,US,13.15,10.59,6.67,10.59
2020,UT,10.44,8.27,5.9,8.27
2020,VA,12.03,7.63,6.28,9.16
2020,VT,19.54,16.39,11.2,16.33
2020,WA,9.87,8.92,5.08,8.33
2020,WI,14.32,10.75,7.29,10.82
2020,WV,11.8,9.4,6.09,8.75
2020,WY,11.11,9.65,6.88,8.27
2021,AK,22.55,19.61,16.85,20.02
2021,AL,12.96,11.84,6.33,10.18
2021,AR,11.27,9.56,6.57,9.1
2021,AZ,12.54,10.33,6.79,10.73
2021,CA,22.82,19.18,14.82,19.65
2021,CO,13.07,10.84,8.01,10.9
2021,CT,21.91,16.46,9.63,18.32
2021,DC,13.09,13,7.87,12.81
2021,DE,12.52,9.48,7.6,10.5
2021,FL,11.9,9.51,7.65,10.67
2021,GA,12.51,10.61,6.49,10.43
2021,HI,33.49,30.88,27.12,30.31
2021,IA,12.73,10.17,6.63,9.13
2021,ID,10.16,7.89,6.39,8.17
2021,IL,13.18,9.65,7.3,10.14
2021,IN,13.37,11.58,7.39,10.36
2021,KS,12.98,10.52,7.38,10.47
2021,KY,11.5,10.75,5.95,9.12
2021,LA,11.02,10.23,6.21,8.82
2021,MA,22.89,16.99,15.18,19.06
2021,MD,13.12,10.26,8.46,11.48
2021,ME,17.02,12.9,9.55,13.96
2021,MI,17.54,12.31,7.69,12.93
2021,MN,13.5,11.22,8.29,11.08
2021,MO,11.42,9.17,7.11,9.85
2021,MS,11.56,10.81,5.95,9.5
2021,MT,11.22,10.54,6.24,9.5
2021,NC,11.32,8.5,6.14,9.29
2021,ND,10.85,9.17,7.37,8.65
2021,NE,10.75,8.81,7.26,8.84
2021,NH,19.85,16.13,13.81,17.37
2021,NJ,16.35,12.69,10.7,14.01
2021,NM,13.52,10.8,6.16,9.79
2021,NV,11.49,7.77,6.02,8.58
2021,NY,19.48,16.07,6.34,16.11
2021,OH,12.77,9.75,6.55,9.76
2021,OK,11,8.7,5.5,8.52
2021,OR,11.37,9.11,5.97,8.95
2021,PA,13.76,8.91,6.54,9.97
2021,RI,22.3,15.51,16.06,18.44
2021,SC,12.86,10.67,6.07,9.96
2021,SD,12.22,10.15,8.02,10.43
2021,TN,11.07,10.87,5.51,9.78
2021,TX,12.11,8.72,6.12,9.14
2021,US,13.66,11.22,7.18,11.1
2021,UT,10.43,8.13,6.19,8.34
2021,VA,11.96,7.79,6.49,9.14
2021,VT,19.26,16.59,11.38,16.34
2021,WA,10.11,9.14,5.81,8.75
2021,WI,14.52,10.95,7.63,11.01
2021,WV,12.15,9.5,6.07,8.87
2021,WY,11.17,9.68,6.83,8.25
2022,AK,23.1,20.06,18.43,20.73
2022,AL,14.25,13.16,7.72,11.59
2022,AR,12.05,10.26,7.38,9.91
2022,AZ,13.02,10.8,7.86,11.31
2022,CA,25.84,21.81,17.09,22.33
2022,CO,14.19,11.58,8.63,11.75
2022,CT,24.61,18.54,15.07,21.08
2022,DC,14.18,15.6,7.74,14.94
2022,DE,13.71,10.98,8.79,11.83
2022,FL,13.9,11.19,9.16,12.51
2022,GA,13.8,12.1,8.65,12
2022,HI,43.03,40.18,36.71,39.72
2022,IA,13.15,10.55,7.06,9.57
2022,ID,10.37,8.27,6.71,8.51
2022,IL,15.65,11.32,8.57,11.94
2022,IN,14.59,12.86,8.65,11.66
2022,KS,13.99,11.51,8.3,11.47
2022,KY,12.91,11.78,7.41,10.51
2022,LA,12.93,11.93,7.54,10.41
2022,MA,25.97,18.67,17.06,21.27
2022,MD,14.46,12.65,10.01,13.32
2022,ME,22.44,15.4,11.03,17.44
2022,MI,17.86,12.55,8.33,13.2
2022,MN,14.25,12.3,9.25,12.04
2022,MO,11.74,9.55,7.67,10.26
2022,MS,12.41,11.76,6.71,10.36
2022,MT,11.33,10.68,7.49,9.97
2022,NC,11.62,8.75,6.54,9.6
2022,ND,10.92,8.45,7.28,8.42
2022,NE,10.79,8.82,7.21,8.83
2022,NH,25.46,18.69,15.15,21.07
2022,NJ,16.74,13.75,12.12,14.8
2022,NM,13.84,11.07,6.56,10.02
2022,NV,13.78,10.14,8.5,10.94
2022,NY,22.08,18.19,7.55,18.33
2022,OH,13.85,10.39,7.45,10.64
2022,OK,12.44,10.34,6.96,10.05
2022,OR,11.42,9.35,6.81,9.26
2022,PA,15.94,10.73,8.21,11.86
2022,RI,23.21,16.23,17.96,19.3
2022,SC,13.59,10.86,7.13,10.74
2022,SD,12.09,10.21,8.04,10.44
2022,TN,12.25,12.02,6.55,10.89
2022,TX,13.76,9.05,7.13,10.16
2022,US,15.04,12.41,8.32,12.36
2022,UT,10.84,8.39,6.84,8.8
2022,VA,13.34,9.66,7.99,10.75
2022,VT,19.93,17.29,11.88,16.99
2022,WA,10.26,9.49,6.17,9.05
2022,WI,15.62,11.85,8.49,11.95
2022,WV,13.23,10.42,6.74,9.74
2022,WY,11.09,9.55,6.89,8.24
2023,AK,23.9,20.87,18.7,21.41
2023,AL,14.63,13.16,7.11,11.47
2023,AR,12.25,10.34,6.87,9.73
2023,AZ,14.02,11.79,8.11,12.19
2023,CA,29.51,23.91,18.64,24.87
2023,CO,14.3,11.64,8.5,11.76
2023,CT,29.88,19.99,15.69,24.24
2023,DC,16.45,16.94,10.85,16.5
2023,DE,15.73,11.83,7.85,12.85
2023,FL,15.21,11.95,9.39,13.53
2023,GA,13.69,10.7,6.88,11.06
2023,HI,42.39,39.03,35.28,38.6
2023,IA,13.31,10.33,6.91,9.42
2023,ID,11.05,8.78,7.17,9.08
2023,IL,15.71,11.24,8.2,11.75
2023,IN,14.94,12.55,8.24,11.49
2023,KS,13.38,10.85,7.64,10.8
2023,KY,12.65,11.38,6.55,9.96
2023,LA,11.55,10.45,5.88,8.91
2023,MA,29.61,19.62,17.88,23.21
2023,MD,16.6,12.77,9.94,14.34
2023,ME,27.42,17.88,12.3,20.84
2023,MI,18.84,13.4,8.16,13.68
2023,MN,14.73,12.39,9.2,12.21
2023,MO,12.58,10.14,7.9,10.87
2023,MS,13.23,12.37,6.96,10.95
2023,MT,12.54,12.11,7.8,10.97
2023,NC,12.93,9.67,7.15,10.61
2023,ND,11.01,7.38,7.37,8.03
2023,NE,11.2,8.76,7.63,9.14
2023,NH,28.15,20.4,15.76,22.96
2023,NJ,17.7,14,11.68,15.27
2023,NM,13.85,10.68,5.75,9.47
2023,NV,16.67,11.91,10.36,13.09
2023,NY,22.25,18.01,6.87,18.28
2023,OH,15.38,10.75,7.03,11.04
2023,OK,12.08,9.34,6.26,9.3
2023,OR,12.73,9.92,7.52,10.32
2023,PA,18.1,11.26,7.75,12.57
2023,RI,27.02,17.68,18.98,21.62
2023,SC,13.68,10.39,6.68,10.5
2023,SD,12.32,10.16,8.01,10.49
2023,TN,12.19,11.8,6.23,10.69
2023,TX,14.46,8.82,6.6,10.04
2023,US,16,12.59,8.04,12.68
2023,UT,11.2,8.51,6.99,9.03
2023,VA,14.26,8.95,8.92,10.68
2023,VT,20.82,18,11.27,17.53
2023,WA,10.98,9.92,6.35,9.58
2023,WI,16.88,12.76,8.68,12.72
2023,WV,14.05,11.03,7.24,10.26
2023,WY,11.46,8.94,7.06,8.39
2024,AK,24.82,21.57,19.31,22.17
2024,AL,15.18,13.64,7.25,11.9
2024,AR,12.32,10.24,6.61,9.59
2024,AZ,14.91,12.23,7.9,12.74
2024,CA,31.97,25.54,21.53,27.04
2024,CO,14.92,11.71,8.62,12.07
2024,CT,28.75,21.21,17.12,24.37
2024,DC,17.71,17.07,10.8,16.88
2024,DE,16.57,12.2,8.49,13.56
2024,FL,14.14,10.99,8.5,12.53
2024,GA,14.08,10.87,7.21,11.4
2024,HI,42.86,38.18,34.13,38
2024,IA,13.4,10.22,6.8,9.34
2024,ID,11.52,9.17,7.69,9.51
2024,IL,15.87,11.81,8.83,12.21
2024,IN,14.77,12.44,8.15,11.38
2024,KS,14.15,11.19,7.73,11.21
2024,KY,12.79,11.5,6.5,10.07
2024,LA,11.73,10.46,5.61,8.8
2024,MA,29.35,20.9,18.19,23.94
2024,MD,17.86,12.96,10.01,15.04
2024,ME,24.29,18.22,12.46,19.66
2024,MI,19.3,14.01,8.26,14.16
2024,MN,15.45,12.15,9.15,12.35
2024,MO,12.91,10.26,7.87,11.06
2024,MS,13.39,12.32,6.81,10.93
2024,MT,12.66,11.87,7.59,10.83
2024,NC,14.13,10.56,7.77,11.65
2024,ND,11.51,7.19,7.25,7.93
2024,NE,11.53,8.39,7.66,9.07
2024,NH,23.4,19.4,16.21,20.61
2024,NJ,19.34,14.64,11.93,16.29
2024,NM,14.2,10.54,5.43,9.18
2024,NV,15,10.19,8.64,11.47
2024,NY,24.43,18.77,9.17,19.66
2024,OH,15.99,10.66,7.1,11.29
2024,OK,12.24,8.92,5.84,9.09
2024,OR,14.7,10.11,8.05,11.11
2024,PA,17.77,11.03,7.87,12.51
2024,RI,28.65,21.09,19.7,24.15
2024,SC,14.23,10.64,6.84,10.9
2024,SD,12.86,10.55,8.28,10.87
2024,TN,12.42,12.05,6.21,10.9
2024,TX,14.94,8.55,6.12,9.79
2024,US,16.48,12.75,8.13,12.94
2024,UT,12.22,9.39,7.86,9.97
2024,VA,14.41,8.72,8.99,10.62
2024,VT,21.9,18.89,11.58,18.41
2024,WA,11.9,9.99,6.61,10.13
2024,WI,17.18,12.63,8.54,12.72
2024,WV,15.07,11.62,7.81,11.05
2024,WY,12.47,9.27,7.96,9.14
